race,sex,age,priors_count,c_charge_degree,two_year_recid
Native American,Male,38,25,M,1
African-American,Male,32,1,F,0
Hispanic,Male,24,3,F,1
African-American,Male,51,3,F,0
Caucasian,Male,19,1,M,1
African-American,Male,32,4,F,0
Caucasian,Female,31,1,F,1
African-American,Female,29,1,F,0
Hispanic,Male,43,0,M,0
African-American,Male,26,9,F,1
Caucasian,Male,27,0,F,1
Caucasian,Male,52,1,F,1
Hispanic,Male,27,1,M,0
Hispanic,Female,57,1,M,0
African-American,Male,28,3,M,1
African-American,Male,32,3,F,1
African-American,Male,27,5,M,1
Hispanic,Male,45,0,M,1
Caucasian,Female,42,0,M,0
African-American,Male,33,0,F,1
Caucasian,Male,26,4,M,0
Caucasian,Female,28,3,M,0
Caucasian,Female,53,0,M,0
Caucasian,Male,24,0,F,0
Hispanic,Male,28,1,F,0
Hispanic,Male,28,1,F,0
African-American,Male,39,6,M,1
African-American,Male,22,1,F,1
African-American,Male,46,2,F,1
African-American,Male,25,0,M,0
Caucasian,Male,52,1,F,0
African-American,Male,28,4,M,1
Caucasian,Female,57,1,F,1
African-American,Male,49,3,F,1
African-American,Male,21,2,F,1
African-American,Male,32,19,F,1
African-American,Male,63,3,M,0
Caucasian,Male,29,2,F,0
African-American,Male,46,0,M,0
African-American,Male,23,5,F,1
African-American,Male,28,10,M,1
African-American,Male,27,1,F,0
Hispanic,Female,69,0,M,0
Hispanic,Male,47,0,M,0
Hispanic,Male,45,1,F,0
Caucasian,Female,33,1,M,0
Hispanic,Female,27,0,M,1
Caucasian,Male,47,4,F,1
African-American,Male,32,14,F,1
African-American,Male,24,2,F,0
African-American,Male,26,5,F,1
Hispanic,Male,47,0,M,0
Caucasian,Male,25,1,F,0
African-American,Male,21,1,F,0
African-American,Male,25,2,M,1
African-American,Male,22,6,F,1
Caucasian,Female,26,0,F,0
Caucasian,Male,20,0,F,0
African-American,Male,30,1,M,1
African-American,Male,45,0,F,1
African-American,Male,33,7,F,1
Caucasian,Male,35,2,F,0
Caucasian,Male,41,5,F,0
Caucasian,Male,23,0,M,0
Caucasian,Female,21,0,M,1
African-American,Male,54,0,F,0
African-American,Male,27,10,F,1
Caucasian,Male,22,0,M,0
Hispanic,Female,21,0,M,1
African-American,Male,23,2,F,1
Hispanic,Male,30,1,M,0
African-American,Male,36,5,M,1
Hispanic,Female,24,2,F,1
African-American,Male,29,10,F,1
African-American,Male,54,4,M,1
Caucasian,Male,22,2,M,1
Caucasian,Male,38,2,F,0
African-American,Male,26,0,M,1
African-American,Female,20,0,F,0
Hispanic,Male,56,0,M,0
African-American,Male,52,6,M,1
African-American,Male,29,0,F,0
African-American,Female,23,6,M,0
African-American,Male,35,1,M,0
Caucasian,Male,32,8,F,1
African-American,Male,21,1,M,1
Hispanic,Male,25,0,F,0
African-American,Male,32,5,M,1
African-American,Male,30,4,M,1
African-American,Female,30,3,F,0
African-American,Male,23,2,F,1
Caucasian,Male,32,8,F,0
Caucasian,Male,52,1,F,0
African-American,Male,29,6,F,1
Caucasian,Male,42,0,M,0
African-American,Male,21,0,F,1
Caucasian,Female,36,4,F,1
African-American,Female,22,0,M,0
Hispanic,Male,45,2,F,0
African-American,Male,29,0,M,0
African-American,Male,54,2,M,0
African-American,Male,30,6,F,1
African-American,Male,51,17,M,0
Hispanic,Male,45,20,F,1
African-American,Male,27,3,F,1
Hispanic,Male,24,1,F,1
Caucasian,Male,24,2,F,0
African-American,Male,23,2,M,0
Other,Female,42,2,M,0
African-American,Male,36,5,F,0
African-American,Female,38,8,M,1
Hispanic,Male,69,0,M,0
Hispanic,Male,21,1,F,1
Hispanic,Male,59,1,M,0
African-American,Male,39,1,F,0
African-American,Male,29,2,F,0
Hispanic,Male,22,1,M,1
African-American,Male,28,1,F,0
Caucasian,Male,44,6,F,0
African-American,Male,25,2,F,0
African-American,Male,31,0,F,0
African-American,Male,35,17,M,1
African-American,Male,27,11,M,1
African-American,Male,33,1,F,0
African-American,Male,28,6,F,1
African-American,Male,20,1,F,1
Caucasian,Male,60,1,F,0
Hispanic,Male,53,0,M,0
Hispanic,Male,51,0,F,1
Hispanic,Male,25,1,F,0
African-American,Male,27,5,F,1
African-American,Female,54,0,F,0
African-American,Female,26,3,M,0
Caucasian,Male,24,3,M,0
Hispanic,Male,55,1,F,1
Hispanic,Male,26,0,F,0
African-American,Female,75,5,F,0
African-American,Male,36,16,F,1
African-American,Male,56,8,F,0
Other,Male,34,0,F,1
African-American,Female,25,5,M,1
Caucasian,Male,46,0,F,0
African-American,Male,27,1,F,0
African-American,Male,24,1,M,0
African-American,Male,28,3,M,1
African-American,Male,42,13,M,1
African-American,Male,59,2,M,0
Caucasian,Male,39,1,F,0
Caucasian,Male,46,5,M,0
Other,Male,25,1,F,0
Caucasian,Male,55,2,F,0
African-American,Male,35,1,M,1
African-American,Male,43,0,M,1
Caucasian,Female,53,0,M,0
African-American,Female,21,0,M,0
African-American,Male,55,17,F,1
African-American,Male,27,1,F,1
African-American,Male,40,0,F,0
Caucasian,Female,37,0,M,0
Caucasian,Male,32,2,M,1
African-American,Male,32,2,M,0
African-American,Male,36,4,M,1
Hispanic,Male,22,0,M,0
African-American,Female,31,0,F,0
African-American,Female,26,4,F,1
Caucasian,Female,50,30,M,1
African-American,Male,47,4,F,0
African-American,Male,36,2,F,0
Caucasian,Female,38,0,F,0
Other,Male,35,0,F,0
Caucasian,Male,53,0,F,0
African-American,Male,53,2,F,0
African-American,Male,57,19,F,0
African-American,Male,22,5,F,1
African-American,Male,21,0,F,1
African-American,Male,26,0,F,1
African-American,Female,24,1,F,0
African-American,Male,27,2,F,0
Caucasian,Female,49,4,F,0
Caucasian,Male,47,1,F,1
African-American,Male,30,8,F,1
Caucasian,Male,44,3,F,0
African-American,Male,34,1,F,0
African-American,Male,45,10,F,1
Hispanic,Male,38,0,F,0
Caucasian,Male,50,2,M,0
Caucasian,Male,29,1,M,0
Caucasian,Male,26,0,F,0
Hispanic,Male,44,2,M,0
African-American,Female,22,1,F,1
Hispanic,Male,47,0,M,0
Caucasian,Male,49,0,F,0
African-American,Male,49,1,F,1
Caucasian,Male,59,2,F,0
Caucasian,Male,32,6,M,0
African-American,Male,24,1,M,1
Hispanic,Male,40,0,M,0
African-American,Male,32,0,F,0
Hispanic,Female,54,0,M,0
African-American,Male,27,9,F,1
Hispanic,Female,40,1,M,0
Caucasian,Male,25,2,M,0
African-American,Male,34,1,M,0
Caucasian,Female,62,2,F,1
Caucasian,Male,20,0,M,1
African-American,Male,37,18,M,0
Caucasian,Female,30,5,F,1
African-American,Male,23,1,F,1
African-American,Female,20,0,F,0
Caucasian,Male,29,7,M,1
African-American,Male,24,1,F,0
Caucasian,Female,54,1,M,0
African-American,Male,66,3,F,0
Caucasian,Male,50,8,F,0
African-American,Male,50,7,F,0
Caucasian,Male,40,3,F,0
African-American,Female,30,4,M,1
Caucasian,Female,24,2,F,0
Hispanic,Male,24,0,F,1
African-American,Female,23,3,F,1
African-American,Male,24,4,M,1
Caucasian,Male,54,3,M,1
Caucasian,Male,25,4,M,0
Caucasian,Male,46,1,M,0
Hispanic,Female,35,10,F,0
Other,Male,25,1,F,0
Caucasian,Female,22,0,M,0
Caucasian,Female,32,1,F,0
African-American,Male,25,0,M,1
African-American,Male,22,3,F,1
African-American,Male,33,16,F,1
Caucasian,Female,49,0,M,1
African-American,Male,30,10,F,0
African-American,Male,33,4,M,1
African-American,Male,24,0,F,0
African-American,Male,33,12,M,1
Caucasian,Male,37,0,M,0
Caucasian,Female,40,0,M,0
Caucasian,Male,27,1,F,0
African-American,Male,43,9,F,1
Caucasian,Male,26,11,F,0
African-American,Male,35,5,F,1
African-American,Male,25,11,F,1
African-American,Male,61,1,F,1
Caucasian,Male,53,1,F,1
Hispanic,Female,27,0,F,0
African-American,Female,52,1,F,0
Caucasian,Male,26,7,M,1
African-American,Male,39,1,M,1
African-American,Male,47,5,F,0
Caucasian,Male,50,1,F,0
Caucasian,Female,52,6,M,0
Caucasian,Female,41,0,M,0
Caucasian,Male,37,0,M,0
African-American,Female,24,0,F,0
African-American,Female,34,14,F,0
African-American,Male,24,5,F,1
Other,Male,20,0,M,1
Caucasian,Male,25,1,M,1
Caucasian,Male,31,3,M,0
Caucasian,Female,62,0,M,0
Caucasian,Male,23,0,F,1
Caucasian,Female,60,0,F,0
Caucasian,Male,35,0,M,0
African-American,Female,24,0,F,0
Caucasian,Female,56,1,F,1
Caucasian,Male,30,0,M,0
Caucasian,Male,41,17,M,1
Caucasian,Male,35,4,F,1
Caucasian,Female,28,0,M,0
African-American,Male,23,1,M,0
African-American,Male,56,0,F,0
African-American,Male,23,2,F,1
Hispanic,Male,20,0,F,1
Hispanic,Male,37,4,F,0
Caucasian,Male,23,1,M,0
African-American,Male,21,0,F,1
African-American,Female,21,3,F,0
African-American,Female,35,2,F,0
Caucasian,Male,33,3,M,0
Hispanic,Male,21,0,F,0
African-American,Male,41,9,M,0
African-American,Male,24,0,F,0
Hispanic,Male,20,2,F,1
African-American,Male,28,9,F,1
Native American,Male,25,7,F,0
African-American,Male,49,3,F,0
Hispanic,Female,22,0,F,0
African-American,Male,21,0,F,1
African-American,Female,27,3,F,1
African-American,Male,32,4,F,1
African-American,Male,50,4,M,0
African-American,Female,23,0,M,0
Caucasian,Male,34,0,M,0
African-American,Male,35,1,M,0
African-American,Male,25,4,F,1
Caucasian,Female,33,2,F,1
Other,Male,25,1,M,1
Hispanic,Male,30,0,M,0
Native American,Male,42,0,M,0
Caucasian,Female,29,11,F,1
African-American,Female,32,6,F,1
Other,Male,24,5,F,0
African-American,Male,52,3,F,0
Caucasian,Female,26,3,M,0
Caucasian,Male,31,2,F,1
Hispanic,Male,38,0,F,0
Caucasian,Male,47,2,M,0
African-American,Male,25,5,F,0
Caucasian,Female,30,0,F,0
African-American,Male,20,0,M,1
African-American,Female,29,2,F,0
Asian,Male,24,0,F,0
Caucasian,Male,31,0,F,0
Caucasian,Female,54,12,F,0
Caucasian,Female,37,1,M,0
Hispanic,Male,43,0,M,1
Caucasian,Male,49,8,F,1
African-American,Female,33,1,F,0
African-American,Male,20,1,F,0
African-American,Male,42,0,M,0
Caucasian,Male,44,0,F,1
African-American,Male,28,5,F,1
African-American,Male,32,4,F,1
African-American,Male,28,7,F,1
Caucasian,Male,38,0,F,0
African-American,Male,38,3,F,0
Caucasian,Male,21,1,F,0
African-American,Female,34,0,M,0
Caucasian,Male,21,1,F,1
African-American,Male,36,1,F,1
African-American,Male,29,0,M,1
African-American,Male,34,3,F,1
African-American,Male,38,1,M,0
Caucasian,Male,36,0,F,0
Hispanic,Male,32,0,M,0
African-American,Male,23,0,M,0
Caucasian,Male,47,0,M,0
African-American,Male,20,0,F,0
African-American,Female,25,2,F,1
African-American,Male,35,0,M,0
Caucasian,Female,30,1,F,0
Caucasian,Female,28,1,M,0
Caucasian,Male,30,2,M,1
Caucasian,Female,45,3,M,0
African-American,Male,24,2,M,1
African-American,Male,22,0,F,0
Other,Male,20,8,F,1
African-American,Female,42,0,M,1
African-American,Male,24,8,F,1
Hispanic,Male,40,0,M,0
Other,Male,27,1,F,0
African-American,Male,60,12,F,0
African-American,Male,33,6,M,0
African-American,Male,34,2,M,1
Caucasian,Male,24,4,M,0
African-American,Male,27,0,M,1
African-American,Male,29,4,F,1
Caucasian,Male,21,1,F,1
Hispanic,Male,32,0,M,0
Caucasian,Male,30,10,F,1
Caucasian,Female,42,0,F,1
African-American,Male,32,1,F,0
Other,Male,27,0,F,0
Caucasian,Male,30,3,M,0
African-American,Male,22,1,F,1
Caucasian,Male,20,0,M,1
Caucasian,Male,57,0,M,0
Caucasian,Male,51,3,F,1
African-American,Male,21,0,F,0
African-American,Male,22,0,F,0
African-American,Male,35,4,F,1
Caucasian,Female,54,1,F,0
Caucasian,Male,58,2,F,0
Caucasian,Female,32,0,F,1
African-American,Female,39,22,F,1
Caucasian,Male,30,9,M,1
African-American,Male,20,0,F,1
Other,Male,40,0,M,0
Caucasian,Female,45,5,M,0
African-American,Male,31,4,F,1
Hispanic,Male,23,4,F,0
Hispanic,Male,26,0,M,1
Caucasian,Female,53,1,M,0
Caucasian,Male,44,0,M,0
Caucasian,Female,44,1,M,0
Caucasian,Male,21,0,F,1
African-American,Male,28,0,M,0
Caucasian,Male,28,2,M,0
African-American,Male,24,0,F,1
African-American,Male,28,0,F,0
Caucasian,Male,53,4,F,0
Hispanic,Male,47,1,F,0
African-American,Male,20,1,F,0
African-American,Male,21,0,M,0
Other,Male,30,1,F,1
Caucasian,Male,37,1,M,1
Hispanic,Male,60,1,F,0
Hispanic,Male,26,1,M,1
Caucasian,Male,30,0,M,0
Caucasian,Male,26,2,F,1
African-American,Female,26,5,F,1
Hispanic,Male,21,0,F,0
African-American,Female,39,1,F,0
Other,Male,30,0,F,0
African-American,Male,44,2,F,0
Caucasian,Male,45,0,M,0
African-American,Male,30,1,F,0
Asian,Male,38,2,F,0
Caucasian,Male,23,6,F,1
African-American,Male,37,1,F,0
Asian,Male,46,0,M,0
African-American,Male,42,0,F,0
African-American,Female,20,0,F,1
Caucasian,Male,65,2,M,0
Caucasian,Male,54,4,M,0
African-American,Male,47,7,F,1
African-American,Male,39,5,F,1
Caucasian,Male,26,0,F,1
Caucasian,Male,29,7,M,1
Caucasian,Male,51,7,F,1
African-American,Male,44,0,M,0
Caucasian,Male,49,12,M,0
African-American,Male,22,0,F,1
African-American,Male,32,4,M,1
African-American,Male,27,0,M,0
Caucasian,Male,30,0,M,0
African-American,Male,22,6,F,1
African-American,Male,20,2,F,1
Hispanic,Male,28,11,M,0
Other,Male,45,0,M,0
Caucasian,Female,51,5,F,0
African-American,Male,27,4,F,1
African-American,Male,32,0,F,1
African-American,Male,43,2,F,0
African-American,Female,63,1,F,0
Caucasian,Male,37,2,F,0
African-American,Male,26,0,F,1
African-American,Male,32,17,F,1
African-American,Male,26,0,M,0
Other,Male,32,4,F,0
Hispanic,Male,39,3,F,0
African-American,Female,58,4,F,0
Other,Male,33,0,M,0
Caucasian,Female,22,1,M,0
African-American,Male,26,6,M,1
African-American,Male,21,2,F,1
African-American,Female,29,1,F,1
Caucasian,Male,31,0,F,1
Caucasian,Male,43,2,F,0
African-American,Male,23,0,M,0
Caucasian,Male,25,0,F,0
African-American,Male,22,6,F,0
African-American,Male,30,6,F,0
African-American,Male,25,15,F,1
African-American,Male,20,0,F,1
Hispanic,Male,39,0,F,0
African-American,Male,31,3,F,1
African-American,Male,33,1,F,1
African-American,Male,59,1,F,0
Hispanic,Male,21,1,F,0
African-American,Male,53,8,F,1
Caucasian,Male,34,2,M,0
Caucasian,Male,36,6,F,0
African-American,Male,23,0,F,0
African-American,Male,32,2,M,0
African-American,Male,32,11,M,1
Caucasian,Female,66,1,M,0
Other,Male,66,0,M,0
Caucasian,Female,24,0,M,0
African-American,Male,30,7,F,1
African-American,Male,28,1,M,0
Caucasian,Male,43,4,F,1
African-American,Male,35,3,M,0
African-American,Male,19,2,F,1
Caucasian,Male,33,0,F,1
African-American,Male,22,1,M,1
African-American,Male,29,0,F,0
African-American,Female,23,0,M,0
African-American,Male,62,15,F,0
Caucasian,Female,33,0,M,0
African-American,Male,35,1,M,0
Caucasian,Male,53,0,F,0
Caucasian,Male,59,17,F,1
Caucasian,Female,48,0,M,0
African-American,Female,33,1,F,0
Caucasian,Male,44,0,M,0
Caucasian,Male,31,10,F,1
African-American,Male,28,2,F,1
Other,Male,56,9,F,0
Hispanic,Male,51,1,F,0
African-American,Male,23,0,F,1
Hispanic,Male,21,0,F,0
Caucasian,Male,26,0,F,0
African-American,Male,22,3,F,0
African-American,Male,29,0,M,0
African-American,Male,20,2,F,1
Caucasian,Male,44,0,M,0
African-American,Male,41,2,F,0
African-American,Female,28,4,F,0
Caucasian,Male,27,1,M,1
Caucasian,Male,31,7,M,0
Caucasian,Male,23,5,F,1
African-American,Male,33,16,M,1
African-American,Male,26,3,F,1
African-American,Male,20,0,F,0
Caucasian,Male,55,2,M,1
African-American,Male,36,0,F,0
Other,Male,48,4,F,1
Other,Male,22,5,F,1
African-American,Male,23,1,M,0
African-American,Male,34,19,F,1
Caucasian,Female,59,1,F,0
Caucasian,Male,37,0,F,1
Caucasian,Female,28,0,F,1
African-American,Male,20,1,F,1
African-American,Male,31,0,F,0
African-American,Female,38,14,F,1
African-American,Male,33,0,F,1
African-American,Male,27,3,F,1
Caucasian,Male,25,2,M,1
African-American,Female,42,2,F,0
African-American,Male,22,3,F,1
Other,Male,21,0,F,0
Caucasian,Male,57,15,F,0
Caucasian,Male,45,1,F,1
African-American,Female,21,1,M,1
Caucasian,Male,52,2,M,0
Caucasian,Male,29,0,M,0
African-American,Female,37,0,M,0
Caucasian,Male,34,0,F,0
African-American,Male,53,0,M,1
African-American,Female,30,8,F,1
Hispanic,Male,35,0,M,0
Caucasian,Male,28,1,F,0
African-American,Male,21,1,F,0
African-American,Male,22,1,F,0
Caucasian,Male,42,1,M,1
African-American,Male,26,3,F,1
African-American,Male,54,9,M,0
Other,Male,39,1,F,1
African-American,Male,30,20,F,1
African-American,Female,26,1,F,1
African-American,Male,41,0,M,0
Caucasian,Male,23,5,M,1
Caucasian,Male,43,1,F,1
African-American,Male,22,0,M,1
Hispanic,Male,42,3,M,0
Caucasian,Female,27,6,F,1
African-American,Female,42,2,M,0
African-American,Male,25,8,F,1
African-American,Male,49,4,M,0
African-American,Male,26,7,F,1
Caucasian,Male,52,1,F,0
Caucasian,Female,60,2,F,0
African-American,Female,23,0,M,0
African-American,Male,30,2,M,0
African-American,Male,48,9,F,1
African-American,Male,32,2,F,1
Hispanic,Male,28,3,F,1
African-American,Male,24,5,F,1
African-American,Female,26,3,F,1
African-American,Male,22,3,F,1
African-American,Male,44,2,F,0
Caucasian,Male,32,3,F,0
African-American,Female,27,1,M,0
African-American,Male,52,15,M,1
Caucasian,Male,61,3,M,1
African-American,Male,69,3,M,0
Other,Male,51,2,F,0
Caucasian,Female,21,1,F,0
Caucasian,Male,31,2,M,1
African-American,Male,19,3,F,1
African-American,Male,24,12,M,1
Caucasian,Male,24,3,F,1
Hispanic,Male,57,3,F,0
Caucasian,Male,30,6,F,0
African-American,Male,43,4,F,1
African-American,Male,24,4,F,0
Caucasian,Female,30,7,M,0
African-American,Male,25,5,F,1
Caucasian,Male,57,0,M,1
Caucasian,Female,56,1,F,0
African-American,Male,21,1,F,0
African-American,Male,31,6,F,1
African-American,Female,23,1,F,0
African-American,Male,30,15,F,1
Other,Male,42,1,M,0
Caucasian,Male,64,0,F,0
Caucasian,Female,21,0,F,1
African-American,Male,36,5,F,0
African-American,Female,50,1,F,0
African-American,Male,23,0,M,1
Native American,Male,28,2,F,0
Caucasian,Female,25,5,F,0
African-American,Female,47,1,F,0
African-American,Male,28,7,F,1
Hispanic,Male,53,4,F,0
Caucasian,Male,54,14,M,1
Other,Male,37,6,M,0
Caucasian,Male,25,5,M,1
Caucasian,Male,63,0,M,1
African-American,Male,35,2,M,0
African-American,Male,20,9,F,1
Hispanic,Male,26,0,M,1
African-American,Male,32,2,F,0
African-American,Male,25,8,M,1
Caucasian,Male,33,0,M,0
African-American,Male,29,7,F,0
Hispanic,Male,27,2,M,0
African-American,Male,37,12,M,1
Caucasian,Female,20,3,M,1
African-American,Male,32,1,F,1
Caucasian,Male,72,1,M,0
Caucasian,Male,38,0,F,0
Caucasian,Male,40,0,F,0
Caucasian,Male,23,0,F,0
Caucasian,Male,21,5,F,1
Caucasian,Male,27,4,F,1
Caucasian,Male,55,13,F,1
African-American,Male,23,5,F,1
Caucasian,Female,41,0,M,0
Caucasian,Male,56,1,M,0
Caucasian,Male,55,11,M,0
Hispanic,Female,23,0,F,1
African-American,Male,28,3,F,0
Other,Male,31,2,F,1
African-American,Male,56,3,M,0
Caucasian,Male,53,0,M,0
African-American,Male,27,6,F,1
Caucasian,Male,22,0,F,1
African-American,Female,22,0,F,1
African-American,Male,33,7,M,1
African-American,Male,34,15,F,0
Hispanic,Male,22,0,M,1
African-American,Male,32,12,F,0
African-American,Male,47,14,F,1
Asian,Male,24,0,M,0
African-American,Male,25,14,F,1
Caucasian,Male,56,0,F,0
Hispanic,Male,36,1,F,1
African-American,Male,28,4,F,1
African-American,Male,20,2,F,1
Hispanic,Male,59,0,M,0
Caucasian,Female,27,1,F,1
African-American,Female,29,11,F,0
Caucasian,Male,72,3,F,0
African-American,Female,24,2,M,1
African-American,Male,45,3,F,0
African-American,Male,30,7,M,1
African-American,Male,45,0,M,0
Caucasian,Male,47,0,M,0
African-American,Male,24,0,F,1
African-American,Male,20,0,M,1
Caucasian,Male,51,6,F,1
African-American,Male,34,2,M,0
Hispanic,Male,22,2,F,0
Caucasian,Female,49,2,M,1
Caucasian,Male,41,5,F,0
Caucasian,Male,49,1,F,0
Hispanic,Male,26,0,M,0
Caucasian,Female,34,2,F,1
African-American,Female,28,0,M,0
Caucasian,Male,33,2,M,0
African-American,Male,46,0,F,0
African-American,Male,21,0,M,0
African-American,Male,26,14,F,1
Hispanic,Female,28,2,M,0
Hispanic,Male,48,1,F,1
African-American,Male,58,24,F,1
Other,Male,29,0,F,0
African-American,Female,20,2,F,1
African-American,Male,28,0,M,1
Caucasian,Male,21,0,F,1
Other,Male,26,0,F,0
African-American,Male,34,3,M,0
African-American,Male,32,15,F,1
African-American,Male,38,10,F,1
African-American,Male,22,0,F,0
Caucasian,Male,42,2,F,1
Caucasian,Female,57,0,M,0
Caucasian,Female,56,1,F,0
Hispanic,Male,32,2,M,1
African-American,Male,30,11,F,0
African-American,Male,29,2,M,0
African-American,Male,46,15,F,1
African-American,Male,36,5,F,0
African-American,Female,24,0,F,0
African-American,Female,70,1,F,0
Hispanic,Male,21,0,F,1
Caucasian,Female,45,1,M,0
Hispanic,Female,33,2,M,0
African-American,Female,39,6,F,0
Caucasian,Male,25,6,F,0
Hispanic,Male,48,1,M,0
Caucasian,Female,32,1,M,1
Caucasian,Male,46,0,F,0
Caucasian,Male,28,0,M,1
Caucasian,Male,32,1,M,0
African-American,Male,27,1,F,0
Caucasian,Male,43,11,F,1
Caucasian,Male,56,5,F,1
African-American,Male,30,9,F,1
African-American,Male,35,12,F,0
Caucasian,Male,29,1,F,0
African-American,Male,54,8,F,1
Caucasian,Female,20,0,F,0
African-American,Male,29,0,F,0
Other,Male,28,3,F,0
Asian,Male,67,0,M,0
African-American,Female,46,1,M,0
Other,Male,25,0,F,0
African-American,Male,24,8,F,1
Other,Male,29,3,F,0
African-American,Male,45,2,M,0
African-American,Male,31,5,F,1
Caucasian,Male,23,0,F,1
African-American,Male,21,0,F,1
Caucasian,Male,61,0,M,0
Caucasian,Female,51,5,M,1
Other,Male,32,1,F,0
Caucasian,Male,43,9,F,0
Other,Male,32,0,M,0
African-American,Male,36,0,F,0
Caucasian,Male,58,3,F,1
African-American,Male,32,1,M,0
African-American,Male,57,12,F,0
African-American,Male,37,2,F,0
African-American,Male,44,6,F,0
African-American,Male,51,8,F,0
Hispanic,Male,45,4,F,0
Caucasian,Male,28,9,M,0
African-American,Male,45,8,F,1
Other,Male,48,1,F,0
African-American,Male,26,13,F,1
Caucasian,Male,34,9,F,1
African-American,Male,25,0,F,0
African-American,Male,31,8,M,1
African-American,Male,43,1,F,0
African-American,Male,30,0,M,0
Caucasian,Male,50,0,M,0
